3.63579197e+01	3.35011519e+01	3.58416804e-06	7.13927584e-02	6.04295672e+01	3.30283475e+02	2.29872376e-01
2.00000000e+01	7.34302635e+01	1.58162167e-05	1.04380079e-01	8.86066561e+00	1.59586259e+01	1.32042130e-02
2.09217911e+01	7.25137630e+01	1.46947976e-05	1.05413934e-01	9.29694545e+00	2.43253578e+01	1.40594652e-02
2.16106832e+01	7.17978680e+01	1.39367653e-05	1.05959907e-01	9.64063892e+00	3.08474397e+01	1.47536479e-02
2.21611679e+01	7.12055830e+01	1.33737518e-05	1.06259058e-01	9.92688927e+00	3.62327584e+01	1.53481867e-02
2.26198201e+01	7.06976424e+01	1.29306347e-05	1.06416540e-01	1.01739294e+01	4.08420907e+01	1.58743372e-02
2.30130577e+01	7.02511756e+01	1.25678998e-05	1.06485914e-01	1.03924497e+01	4.48856161e+01	1.63503244e-02
2.33573199e+01	6.98516374e+01	1.22624052e-05	1.06497394e-01	1.05892631e+01	4.84970676e+01	1.67877735e-02
2.36635351e+01	6.94891769e+01	1.19995251e-05	1.06469306e-01	1.07689836e+01	5.17670614e+01	1.71945895e-02
2.39393385e+01	6.91567993e+01	1.17694741e-05	1.06413384e-01	1.09348835e+01	5.47599709e+01	1.75764119e-02
2.41902753e+01	6.88493509e+01	1.15654087e-05	1.06337461e-01	1.10893696e+01	5.75232453e+01	1.79374164e-02
2.44204999e+01	6.85629202e+01	1.13823702e-05	1.06246947e-01	1.12342652e+01	6.00929113e+01	1.82807888e-02
2.46332058e+01	6.82944647e+01	1.12166595e-05	1.06145680e-01	1.13709855e+01	6.24969962e+01	1.86090199e-02
2.48309003e+01	6.80415697e+01	1.10654497e-05	1.06036445e-01	1.15006516e+01	6.47577525e+01	1.89240971e-02
2.50155884e+01	6.78022847e+01	1.09265352e-05	1.05921297e-01	1.16241671e+01	6.68931558e+01	1.92276340e-02
2.51888985e+01	6.75750108e+01	1.07981649e-05	1.05801782e-01	1.17422713e+01	6.89179441e+01	1.95209602e-02
2.53521712e+01	6.73584202e+01	1.06789270e-05	1.05679074e-01	1.18555774e+01	7.08443578e+01	1.98051857e-02
2.55065231e+01	6.71513976e+01	1.05676679e-05	1.05554077e-01	1.19645991e+01	7.26826790e+01	2.00812473e-02
2.56528947e+01	6.69529967e+01	1.04634337e-05	1.05427490e-01	1.20697721e+01	7.44416318e+01	2.03499440e-02
2.57920849e+01	6.67624073e+01	1.03654273e-05	1.05299863e-01	1.21714686e+01	7.61286844e+01	2.06119630e-02
2.59247786e+01	6.65789304e+01	1.02729765e-05	1.05213289e-01	1.22700092e+01	7.77502818e+01	2.08679003e-02
2.60515671e+01	6.64019582e+01	1.01855091e-05	1.05105221e-01	1.23656727e+01	7.93120260e+01	2.11182765e-02
2.61729644e+01	6.62309591e+01	1.01025349e-05	1.04992170e-01	1.24587024e+01	8.08188180e+01	2.13635493e-02
2.62894205e+01	6.60654649e+01	1.00236306e-05	1.04876966e-01	1.25493124e+01	8.22749718e+01	2.16041231e-02
2.64013309e+01	6.59050614e+01	9.94842826e-06	1.04760705e-01	1.26376920e+01	8.36843047e+01	2.18403580e-02
2.65090460e+01	6.57493802e+01	9.87660651e-06	1.04643976e-01	1.27240095e+01	8.50502120e+01	2.20725754e-02
2.66128768e+01	6.55980920e+01	9.80788288e-06	1.04527144e-01	1.28084150e+01	8.63757273e+01	2.23010639e-02
2.67131011e+01	6.54509012e+01	9.74200794e-06	1.04410461e-01	1.28910434e+01	8.76635726e+01	2.25260837e-02
2.68099679e+01	6.53075418e+01	9.67876039e-06	1.04294106e-01	1.29720160e+01	8.89162003e+01	2.27478704e-02
2.69037015e+01	6.51677728e+01	9.61794306e-06	1.04178210e-01	1.30514424e+01	9.01358276e+01	2.29666378e-02
2.69945042e+01	6.50313758e+01	9.55937959e-06	1.04062872e-01	1.31294223e+01	9.13244661e+01	2.31825810e-02
2.70825594e+01	6.48981520e+01	9.50291161e-06	1.03948169e-01	1.32060461e+01	9.24839469e+01	2.33958783e-02
2.71680340e+01	6.47679196e+01	9.44839641e-06	1.03834157e-01	1.32813966e+01	9.36159416e+01	2.36066931e-02
2.72510799e+01	6.46405124e+01	9.39570501e-06	1.03720879e-01	1.33555494e+01	9.47219803e+01	2.38151760e-02
2.73318363e+01	6.45157777e+01	9.34472043e-06	1.03608369e-01	1.34285741e+01	9.58034678e+01	2.40214656e-02
2.74104304e+01	6.43935750e+01	9.29533631e-06	1.03496649e-01	1.35005345e+01	9.68616965e+01	2.42256903e-02
2.74869793e+01	6.42737746e+01	9.24745564e-06	1.03385738e-01	1.35714899e+01	9.78978587e+01	2.44279688e-02
2.75615910e+01	6.41562568e+01	9.20098975e-06	1.03275647e-01	1.36414946e+01	9.89130565e+01	2.46284116e-02
2.76343649e+01	6.40409104e+01	9.15585735e-06	1.03166382e-01	1.37105993e+01	9.99083106e+01	2.48271215e-02
2.77053931e+01	6.39276322e+01	9.11198378e-06	1.03057947e-01	1.37788511e+01	1.00884569e+02	2.50241943e-02
2.77747609e+01	6.38163265e+01	9.06930033e-06	1.02950343e-01	1.38462936e+01	1.01842713e+02	2.52197197e-02
2.78425476e+01	6.37069039e+01	9.02774356e-06	1.02843566e-01	1.39129677e+01	1.02783562e+02	2.54137815e-02
2.79088269e+01	6.35992808e+01	8.98725488e-06	1.02737614e-01	1.39789113e+01	1.03707885e+02	2.56064584e-02
2.79736674e+01	6.34933793e+01	8.94778000e-06	1.02632480e-01	1.40441602e+01	1.04616396e+02	2.57978244e-02
