                   y                   u                   w                   h                   T                 rho                   k                 eps                  v2                  om                nuSA                 mut                  Pk                 bF1                 bF2
  0.196564463917E+01  0.000000000000E+00  0.942354399640E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.186221348207E+01  0.000000000000E+00  0.934043356291-316  0.431261696473E+03  0.000000000000E+00  0.431805914012E-02  0.799761547996E+02  0.100000000000E+01  0.999999317301E+00
  0.197051785861E+01  0.000000000000E+00  0.869283602117E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.161611662406E+01  0.000000000000E+00  0.689955213442-309  0.531235202523E+03  0.000000000000E+00  0.304218666929E-02  0.843682258650E+02  0.100000000000E+01  0.999999972297E+00
  0.197496657068E+01  0.000000000000E+00  0.787419849248E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.131602474351E+01  0.000000000000E+00  0.695328832306-309  0.665637737247E+03  0.000000000000E+00  0.197708858043E-02  0.824014128934E+02  0.100000000000E+01  0.999999999530E+00
  0.197902605212E+01  0.000000000000E+00  0.695933135548E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.973251694849E+00  0.000000000000E+00  0.689955213210-309  0.853985485522E+03  0.000000000000E+00  0.113965838239E-02  0.698331349720E+02  0.100000000000E+01  0.999999999997E+00
  0.198272894096E+01  0.000000000000E+00  0.595659081108E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.626760930361E+00  0.000000000000E+00  0.494065645841-323  0.113815340186E+04  0.000000000000E+00  0.550682312446E-03  0.466218301913E+02  0.100000000000E+01  0.100000000000E+01
  0.198610538248E+01  0.000000000000E+00  0.490368783126E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.338125776816E+00  0.000000000000E+00  0.494065645841-323  0.161983706068E+04  0.000000000000E+00  0.208740616901E-03  0.221316793513E+02  0.100000000000E+01  0.100000000000E+01
  0.198918317674E+01  0.000000000000E+00  0.385933939725E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.149093600192E+00  0.000000000000E+00  0.395252516673-322  0.255927709738E+04  0.000000000000E+00  0.582561401536E-04  0.698313941024E+01  0.100000000000E+01  0.100000000000E+01
  0.199198792544E+01  0.000000000000E+00  0.287127077592E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.519054385533E-01  0.000000000000E+00 -0.131969293313E+21  0.468205015193E+04  0.000000000000E+00  0.110860496412E-04  0.139877107041E+01  0.100000000000E+01  0.100000000000E+01
  0.199454317615E+01  0.000000000000E+00  0.195942130105E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.128637456881E-01  0.000000000000E+00  0.695328832306-309  0.104946433043E+05  0.000000000000E+00  0.122574400884E-05  0.157420262114E+00  0.100000000000E+01  0.100000000000E+01
  0.199687056247E+01  0.000000000000E+00  0.112519619535E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.171741706029E-02  0.000000000000E+00  0.695328832306-309  0.325077063104E+05  0.000000000000E+00  0.528310766231E-07  0.683265827567E-02  0.100000000000E+01  0.100000000000E+01
  0.199898993921E+01  0.000000000000E+00  0.363669419735E+00  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.592601169998E-04  0.000000000000E+00  0.000000000000E+00  0.186595921807E+06  0.000000000000E+00  0.317585285840E-09  0.431277082143E-04  0.100000000000E+01  0.100000000000E+01
