                   y                   u                   w                   h                   T                 rho                   k                 eps                  v2                  om                nuSA                 mut                  Pk                 bF1                 bF2                  yp
 -0.101006078602E-02  0.000000000000E+00 -0.364302414914E+00  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00 -0.415025245838E-03  0.386746726712E-08  0.000000000000E+00  0.000000000000E+00  0.387841531985-320  0.000000000000E+00
  0.101006078602E-02 -0.117293975544E-09  0.364302477868E+00  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.415025245838E-03  0.386746726712E-08  0.136515788544E+00  0.000000000000E+00  0.000000000000E+00  0.363962260123E+00
  0.312943752793E-02 -0.510158301416E-09  0.112711716295E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.127911786884E-02  0.348864219961E-06  0.135087214998E+00  0.000000000000E+00  0.000000000000E+00  0.112765208920E+01
  0.545682385207E-02 -0.125582551733E-08  0.196246012409E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.222613601016E-02  0.319679879056E-05  0.134975401483E+00  0.000000000000E+00  0.000000000000E+00  0.196629546437E+01
  0.801207455911E-02 -0.244539324200E-08  0.287499472947E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.326133259699E-02  0.146809310964E-04  0.134843328726E+00  0.000000000000E+00  0.000000000000E+00  0.288704680467E+01
  0.108168232639E-01 -0.418056576757E-08  0.386598308113E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.439098652594E-02  0.479307638315E-04  0.134594639490E+00  0.000000000000E+00  0.000000000000E+00  0.389770150171E+01
  0.138946175225E-01 -0.656320808069E-08  0.492892185423E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.562212079345E-02  0.127288048024E-03  0.134108049177E+00  0.000000000000E+00  0.000000000000E+00  0.500674461085E+01
  0.172710590366E-01 -0.967575186670E-08  0.604343714449E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.696318406367E-02  0.293534579484E-03  0.133327472017E+00  0.000000000000E+00  0.000000000000E+00  0.622340137213E+01
  0.209739478790E-01 -0.135599751795E-07  0.717045537197E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.842457294875E-02  0.609155932172E-03  0.132530185991E+00  0.000000000000E+00  0.000000000000E+00  0.755768918008E+01
  0.250334293197E-01 -0.182174928526E-07  0.825549187284E+01  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.100169525169E-01  0.116039165589E-02  0.132382970742E+00  0.000000000000E+00  0.000000000000E+00  0.902047049041E+01
