                   y                   u                   w                   h                   T                 rho                   k                 eps                  v2                  om                nuSA                 mut                  Pk                 bF1                 bF2                  yp              alphat                 prt                  kt                epst                 pkt
  0.311793835779E+00  0.000000000000E+00  0.166497609766E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.396150785810E-01  0.352638160586E-01  0.865214127732E-01  0.000000000000E+00  0.000000000000E+00  0.677542191197E+02  0.391825234135E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.319189507567E+00  0.000000000000E+00  0.165257760885E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.389444700118E-01  0.344679037119E-01  0.887494745246E-01  0.000000000000E+00  0.000000000000E+00  0.650917772760E+02  0.382984617418E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.326395946660E+00  0.000000000000E+00  0.163994443153E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.382515233083E-01  0.336406263936E-01  0.909472753236E-01  0.000000000000E+00  0.000000000000E+00  0.624974592023E+02  0.373796927329E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.333411665586E+00  0.000000000000E+00  0.162708047146E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.375377415284E-01  0.327831443234E-01  0.931158384136E-01  0.000000000000E+00  0.000000000000E+00  0.599718003891E+02  0.364275661392E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.340235718177E+00  0.000000000000E+00  0.161398832252E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.368046750498E-01  0.318966805270E-01  0.952563717994E-01  0.000000000000E+00  0.000000000000E+00  0.575151414561E+02  0.354435216915E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.346867674805E+00  0.000000000000E+00  0.160066913329E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.360539095035E-01  0.309825177700E-01  0.973702502391E-01  0.000000000000E+00  0.000000000000E+00  0.551276370704E+02  0.344290897788E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.353307595907E+00  0.000000000000E+00  0.158712246298E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.352870540719E-01  0.300419978709E-01  0.994589926552E-01  0.000000000000E+00  0.000000000000E+00  0.528092654735E+02  0.333858943896E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.359556004198E+00  0.000000000000E+00  0.157334612420E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.345057302334E-01  0.290765237508E-01  0.101524234109E+00  0.000000000000E+00  0.000000000000E+00  0.505598384887E+02  0.323156579996E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.365613855878E+00  0.000000000000E+00  0.155933600998E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.337115610239E-01  0.280875645685E-01  0.103567691291E+00  0.000000000000E+00  0.000000000000E+00  0.483790118839E+02  0.312202078064E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.371482511180E+00  0.000000000000E+00  0.154508590212E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.329061608726E-01  0.270766642623E-01  0.105591120261E+00  0.000000000000E+00  0.000000000000E+00  0.462662959751E+02  0.301014823894E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.377163704556E+00  0.000000000000E+00  0.153058725741E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.320911260602E-01  0.260454537671E-01  0.107596264927E+00  0.000000000000E+00  0.000000000000E+00  0.442210663598E+02  0.289615375354E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.382659514771E+00  0.000000000000E+00  0.151582896838E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.312680258371E-01  0.249956670971E-01  0.109584794465E+00  0.000000000000E+00  0.000000000000E+00  0.422425746823E+02  0.278025496831E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.387972335175E+00  0.000000000000E+00  0.150079709440E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.304383942318E-01  0.239291613571E-01  0.111558227613E+00  0.000000000000E+00  0.000000000000E+00  0.403299593371E+02  0.266268153078E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.393104844359E+00  0.000000000000E+00  0.148547455928E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.296037225735E-01  0.228479405683E-01  0.113517841427E+00  0.000000000000E+00  0.000000000000E+00  0.384822560306E+02  0.254367447840E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.398059977422E+00  0.000000000000E+00  0.146984081102E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.287654527471E-01  0.217541829567E-01  0.115464561848E+00  0.000000000000E+00  0.000000000000E+00  0.366984081280E+02  0.242348500995E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.402840897992E+00  0.000000000000E+00  0.145387143968E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.279249712019E-01  0.206502710343E-01  0.117398833170E+00  0.000000000000E+00  0.000000000000E+00  0.349772767227E+02  0.230237275931E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.407450971182E+00  0.000000000000E+00  0.143753774975E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.270836037313E-01  0.195388234108E-01  0.119320463382E+00  0.000000000000E+00  0.000000000000E+00  0.333176503744E+02  0.218060398961E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.411893737579E+00  0.000000000000E+00  0.142080628425E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.262426110511E-01  0.184227268021E-01  0.121228442474E+00  0.000000000000E+00  0.000000000000E+00  0.317182544715E+02  0.205845053366E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.416172888387E+00  0.000000000000E+00  0.140363829978E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.254031852084E-01  0.173051661622E-01  0.123120731235E+00  0.000000000000E+00  0.000000000000E+00  0.301777601808E+02  0.193619072169E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.420292241784E+00  0.000000000000E+00  0.138598919460E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.245664468685E-01  0.161896502909E-01  0.124994019084E+00  0.000000000000E+00  0.000000000000E+00  0.286947929578E+02  0.181411373657E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.424255720573E+00  0.000000000000E+00  0.136780789661E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.237334435432E-01  0.150800297026E-01  0.126843451379E+00  0.000000000000E+00  0.000000000000E+00  0.272679405937E+02  0.169252849856E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.428067331145E+00  0.000000000000E+00  0.134903622545E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.229051488406E-01  0.139805030585E-01  0.128662329792E+00  0.000000000000E+00  0.000000000000E+00  0.258957607878E+02  0.157177703850E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.431731143791E+00  0.000000000000E+00  0.132960825374E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.220824628451E-01  0.128956081576E-01  0.130441794409E+00  0.000000000000E+00  0.000000000000E+00  0.245767882354E+02  0.145225043561E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.435251274365E+00  0.000000000000E+00  0.130944970832E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.212662137557E-01  0.118301934632E-01  0.132170503823E+00  0.000000000000E+00  0.000000000000E+00  0.233095412285E+02  0.133440339381E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.438631867300E+00  0.000000000000E+00  0.128847747474E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.204571609356E-01  0.107893665374E-01  0.133834340631E+00  0.000000000000E+00  0.000000000000E+00  0.220925277720E+02  0.121876246032E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.441877079941E+00  0.000000000000E+00  0.126659929839E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.196559995472E-01  0.977841666666E-02  0.135416185262E+00  0.000000000000E+00  0.000000000000E+00  0.209242512211E+02  0.110592362834E-01  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.444991068194E+00  0.000000000000E+00  0.124371381645E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.188633669534E-01  0.880271045565E-02  0.136895821664E+00  0.000000000000E+00  0.000000000000E+00  0.198032154501E+02  0.996537589645E-02  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.447977973432E+00  0.000000000000E+00  0.121971110479E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.180798510576E-01  0.786756124623E-02  0.138250063789E+00  0.000000000000E+00  0.000000000000E+00  0.187279295646E+02  0.891284133931E-02  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.450841910627E+00  0.000000000000E+00  0.119447398358E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.173060007138E-01  0.697807577288E-02  0.139453219835E+00  0.000000000000E+00  0.000000000000E+00  0.176969121744E+02  0.790839668018E-02  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.453586957663E+00  0.000000000000E+00  0.116788038544E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.165423382497E-01  0.613898428662E-02  0.140478035505E+00  0.000000000000E+00  0.000000000000E+00  0.167086952414E+02  0.695842673008E-02  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.456217145764E+00  0.000000000000E+00  0.113980713862E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.157893739857E-01  0.535446314274E-02  0.141297265515E+00  0.000000000000E+00  0.000000000000E+00  0.157618275251E+02  0.606861254126E-02  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.458736450995E+00  0.000000000000E+00  0.111013552634E+02  0.000000000000E+00  0.100000000000E+01  0.100000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.150476223714E-01  0.462796116348E-02  0.141885992352E+00  0.000000000000E+00  0.000000000000E+00  0.148548776419E+02  0.524365547846E-02  0.899852934466E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
